Id,Caso de Prueba,Descripción,Fecha,Área Funcional / Sub proceso,Funcionalidad / Característica,Datos / Acciones de Entrada,Resultado Esperado,Requerimientos de Ambiente de Pruebas,Procedimientos especiales requeridos,Dependencias con otros casos de Prueba,Resultado Obtenido,Estado,Última Fecha de Estado,Observaciones
GDC21,Gestión de Datos y Carga de Información,Verificar que los campos obligatorios del formulario de registro validen datos correctamente.,27-11-2024,Gestión de Datos y Carga de Información,Validación de formulario,Datos inválidos en campos de entrada,El sistema muestra mensajes de error específicos para cada campo inválido y no permite el envío del formulario.,Navegador actualizado y conexión activa,No,GDC-001,Los campos obligatorios en el formulario de registro rechazan entradas inválidas y requieren datos completos.,Aprobado,27-11-2024,La validación en campos obligatorios funciona correctamente.
GDC22,Gestión de Datos y Carga de Información,"Comprobar que al hacer clic en ""¿Problemas para iniciar sesión?"" se redirige correctamente a la página de recuperación.",27-11-2024,Gestión de Datos y Carga de Información,Recuperación de contraseña,Clic en enlace de recuperación,El usuario es redirigido a la página de recuperación de contraseña sin errores.,Conexión a servidor estable,No,GDC-002,"El enlace ""¿Problemas para iniciar sesión?"" redirige exitosamente a la página de recuperación de cuenta.",Aprobado,27-11-2024,La redirección a la página de recuperación ha sido verificada.
GDC23,Gestión de Datos y Carga de Información,Evaluar que las contraseñas se almacenen de forma encriptada en la base de datos.,27-11-2024,Gestión de Datos y Carga de Información,Seguridad y encriptación,Registro de nuevo usuario,"Las contraseñas se almacenan en formato encriptado, garantizando la seguridad de los datos.",Acceso a base de datos,Verificación manual o automática,Ninguno,"Las contraseñas se almacenan de manera encriptada en la base de datos, protegiendo la seguridad del usuario.",Aprobado,27-11-2024,La encriptación de contraseñas funciona según los estándares de seguridad.
GDC24,Gestión de Datos y Carga de Información,Evaluar si el sistema permite acceder únicamente con credenciales correctas.,27-11-2024,Gestión de Datos y Carga de Información,Autenticación de usuario,Usuario y contraseña válidos/invalidos,El sistema concede acceso solo con credenciales válidas; muestra errores con credenciales incorrectas.,Base de datos con usuarios cargados,No,GDC-003,"El acceso al sistema solo se permite con credenciales correctas, rechazando intentos fallidos.",Aprobado,27-11-2024,El sistema bloquea accesos no autorizados.
GDC25,Gestión de Datos y Carga de Información,Verificar que no se puedan registrar usuarios con el mismo email o nombre de usuario ya existente.,27-11-2024,Gestión de Datos y Carga de Información,Verificación de duplicados,Intento de registro con email duplicado,El sistema muestra un mensaje de error indicando que el usuario o email ya está registrado.,Base de datos con datos previos,No,GDC-011,Los registros duplicados por email o nombre de usuario ya existentes son rechazados correctamente.,Aprobado,27-11-2024,La validación de unicidad para el registro de usuario funciona adecuadamente.
GDC26,Gestión de Datos y Carga de Información,Comprobar que el campo de email acepte únicamente direcciones de correo electrónico válidas.,27-11-2024,Gestión de Datos y Carga de Información,Validación de formato de email,Ingreso de email con formato incorrecto,El sistema muestra un mensaje de error si el email no cumple con el formato válido (ejemplo@dominio.com).,Ninguno,No,GDC-011,"El campo de email acepta únicamente direcciones válidas, rechazando formatos incorrectos.",Aprobado,27-11-2024,La validación de formato de email cumple con los requisitos.
GDC27,Gestión de Datos y Carga de Información,"Verificar que, tras iniciar sesión exitosamente, el usuario sea dirigido automáticamente al dashboard principal.",27-11-2024,Gestión de Datos y Carga de Información,Redirección al dashboard,Credenciales de acceso válidas,El usuario es redirigido al dashboard principal del sistema sin errores.,Conexión estable al servidor,No,GDC-014,"Tras iniciar sesión, el usuario es redirigido automáticamente al dashboard principal sin errores.",Aprobado,27-11-2024,La redirección al dashboard es fluida y funcional.
GDC28,Gestión de Datos y Carga de Información,Comprobar que los datos mostrados en las gráficas y tablas del dashboard coincidan con la base de datos.,27-11-2024,Gestión de Datos y Carga de Información,Visualización de datos,Carga de datos históricos y actuales,Los datos reflejados en el dashboard coinciden con los valores almacenados en la base de datos.,Conexión estable con base de datos,No,"GDC-005, GDC-010",Los datos en las gráficas y tablas del dashboard coinciden con la información en la base de datos.,Aprobado,27-11-2024,Las visualizaciones de datos en el dashboard reflejan los datos de la base de datos correctamente.
GDC29,Gestión de Datos y Carga de Información,"Verificar que el botón ""Ejecutar Análisis"" procese y muestre los resultados según los datos seleccionados.",27-11-2024,Gestión de Datos y Carga de Información,Ejecución de análisis,"Selección de rango de fechas, clic en botón",El análisis se realiza correctamente y los resultados se muestran en pantalla sin errores.,Datos de prueba cargados en la base de datos,No,"GDC-009, GDC-018","El botón ""Ejecutar Análisis"" procesa los datos seleccionados y muestra los resultados en pantalla.",Aprobado,27-11-2024,La ejecución de análisis es precisa y los resultados coinciden con los datos seleccionados.
GDC30,Gestión de Datos y Carga de Información,Evaluar que los enlaces del menú de navegación dirijan a las secciones correctas del sistema.,27-11-2024,Gestión de Datos y Carga de Información,Menú de navegación,Clic en cada opción del menú,Cada enlace del menú redirige al usuario a la página correcta sin errores ni fallos de redirección.,Ninguno,No,GDC-004,"Los enlaces del menú de navegación llevan correctamente a cada sección del sistema, sin errores de navegación.",Aprobado,27-11-2024,Las secciones se cargan adecuadamente al seleccionar enlaces del menú de navegación.
GDC31,Gestión de Datos y Carga de Información,Evaluar la capacidad del sistema para importar datos desde un archivo CSV de gran tamaño.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,"Archivo CSV con más de 10,000 registros","El sistema carga los datos correctamente sin errores, muestra un mensaje de éxito y actualiza la base de datos.",Software de hoja de cálculo,No,GDC-018,"El sistema importa archivos CSV de gran tamaño correctamente, sin errores y en un tiempo adecuado.",Aprobado,27-11-2024,La capacidad del sistema para manejar grandes volúmenes de datos fue validada exitosamente.
GDC32,Gestión de Datos y Carga de Información,Verificar que solo se permitan archivos CSV y Excel al intentar importar datos.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Intentar cargar archivos .pdf o .docx,El sistema muestra un mensaje de error indicando que el formato de archivo no es válido.,Ninguno,No,GDC-031,"Solo permite archivos en formato CSV y Excel para la importación, rechazando otros tipos de archivo.",Aprobado,27-11-2024,La validación de formatos de archivo funciona correctamente.
GDC33,Gestión de Datos y Carga de Información,Comprobar que el sistema detecte y maneje registros duplicados durante la carga de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de duplicados,Archivo CSV con registros duplicados,El sistema identifica los duplicados y muestra una opción para eliminarlos o ignorarlos.,Base de datos configurada,No,GDC-031,"Los registros duplicados son detectados y manejados, previniendo su inclusión durante la carga de datos.",Aprobado,27-11-2024,El sistema previene duplicaciones en la base de datos adecuadamente.
GDC34,Gestión de Datos y Carga de Información,Evaluar si el sistema rechaza la carga de datos cuando faltan campos obligatorios.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con campos incompletos,El sistema muestra un mensaje de error indicando los campos faltantes y no carga los registros incorrectos.,Ninguno,No,GDC-031,"La carga de datos se detiene cuando faltan campos obligatorios, mostrando un mensaje de error al usuario.",Aprobado,27-11-2024,La verificación de campos obligatorios es precisa y funcional.
GDC35,Gestión de Datos y Carga de Información,Verificar que el sistema pueda actualizar registros existentes con datos de un archivo cargado.,27-11-2024,Gestión de Datos y Carga de Información,Actualización de datos,Archivo CSV con datos actualizados,Los registros existentes se actualizan correctamente en la base de datos sin duplicación de información.,Ninguno,No,"GDC-031, GDC-033","Registros existentes se actualizan con éxito usando datos de un archivo cargado, manteniendo la integridad.",Aprobado,27-11-2024,La actualización de registros opera según lo esperado.
GDC36,Gestión de Datos y Carga de Información,Evaluar si el sistema permite la carga incremental de datos sin reemplazar la información previa.,27-11-2024,Gestión de Datos y Carga de Información,Carga incremental,Archivo CSV con nuevos registros,El sistema agrega solo los nuevos registros sin eliminar los existentes.,Base de datos pre-cargada,No,GDC-035,"La carga incremental de datos es permitida, sin sobreescribir la información previa almacenada.",Aprobado,27-11-2024,La carga incremental se realizó correctamente.
GDC37,Gestión de Datos y Carga de Información,Comprobar si el sistema permite exportar solo los datos filtrados a un archivo CSV o Excel.,27-11-2024,Gestión de Datos y Carga de Información,Exportación de datos,Aplicación de filtros y exportación,El sistema genera un archivo CSV o Excel que incluye solo los datos seleccionados mediante los filtros aplicados.,Software de hoja de cálculo,No,GDC-024,"Solo los datos filtrados son exportados a un archivo CSV o Excel, excluyendo el resto de la información.",Aprobado,27-11-2024,La exportación de datos filtrados cumple con los requisitos.
GDC38,Gestión de Datos y Carga de Información,Evaluar el rendimiento del sistema al importar archivos CSV de gran tamaño (>50 MB).,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV de gran tamaño,El sistema importa los datos en un tiempo razonable sin causar caídas o errores de rendimiento.,Servidor con capacidad suficiente,No,GDC-031,El sistema importa archivos CSV de gran tamaño (>50 MB) con rendimiento estable y sin caídas.,Aprobado,27-11-2024,La prueba de rendimiento para archivos grandes fue satisfactoria.
GDC39,Gestión de Datos y Carga de Información,Verificar que los campos numéricos solo acepten datos válidos durante la carga de información.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con datos no numéricos,El sistema muestra un mensaje de error al detectar datos no válidos en campos numéricos y no carga esos registros.,Ninguno,No,"GDC-031, GDC-034","Los campos numéricos solo aceptan datos válidos, previniendo errores de carga por formatos incorrectos.",Aprobado,27-11-2024,La validación de datos numéricos funciona correctamente durante la carga.
GDC40,Gestión de Datos y Carga de Información,Evaluar la funcionalidad para eliminar registros que se hayan cargado incorrectamente.,27-11-2024,Gestión de Datos y Carga de Información,Eliminación de datos,Selección de registros a eliminar,El sistema elimina los registros seleccionados de la base de datos y muestra un mensaje de confirmación.,Base de datos configurada,No,"GDC-031, GDC-034","Los registros cargados incorrectamente se pueden eliminar exitosamente del sistema, sin afectar otros datos.",Aprobado,27-11-2024,La eliminación de registros erróneos es funcional y estable.
GDC41,Gestión de Datos y Carga de Información,"Evaluar si el sistema puede importar datos que contienen caracteres especiales (ñ, á, é, etc.).",27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con caracteres especiales,Los datos se importan correctamente sin errores de codificación o pérdida de caracteres.,Ninguno,No,GDC-031,"El sistema importa datos con caracteres especiales correctamente, sin pérdida de información o errores.",Aprobado,27-11-2024,Los caracteres especiales se visualizan y almacenan sin problemas en la base de datos.
GDC42,Gestión de Datos y Carga de Información,Verificar si el sistema identifica y rechaza fechas con formato incorrecto durante la carga.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con fechas incorrectas,El sistema muestra un mensaje de error indicando el formato de fecha incorrecto y no carga esos registros.,Ninguno,No,GDC-031,"El sistema identifica y rechaza fechas con formatos incorrectos, solicitando al usuario corrección.",Aprobado,27-11-2024,"La validación de formato de fecha es precisa, evitando errores en la carga de datos."
GDC43,Gestión de Datos y Carga de Información,Comprobar si el sistema puede actualizar registros utilizando identificadores únicos.,27-11-2024,Gestión de Datos y Carga de Información,Actualización de datos,Archivo CSV con identificadores únicos,Los registros se actualizan correctamente solo si coinciden los identificadores únicos.,Ninguno,No,GDC-035,"Los registros se actualizan utilizando identificadores únicos, manteniendo la exactitud de los datos actualizados.",Aprobado,27-11-2024,La actualización mediante identificadores únicos funciona de manera efectiva.
GDC44,Gestión de Datos y Carga de Información,Evaluar si se mantiene la integridad referencial al cargar datos relacionados.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con datos relacionados,El sistema rechaza datos que violen la integridad referencial y muestra los errores correspondientes.,Base de datos con relaciones definidas,No,GDC-033,"La integridad referencial se mantiene al cargar datos relacionados, sin errores de vínculo o referencia.",Aprobado,27-11-2024,La carga de datos mantiene correctamente las relaciones entre registros.
GDC45,Gestión de Datos y Carga de Información,Verificar si el sistema puede manejar archivos con diferentes tipos de codificación.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con diferentes codificaciones,Los datos se importan correctamente sin problemas de codificación.,Ninguno,No,GDC-031,"Los archivos con diferentes tipos de codificación (UTF-8, ANSI, etc.) son procesados sin errores de interpretación.",Aprobado,27-11-2024,El sistema maneja múltiples codificaciones de archivo de forma correcta.
GDC46,Gestión de Datos y Carga de Información,Comprobar el manejo de columnas adicionales no definidas en el esquema al cargar datos.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con columnas adicionales,"El sistema ignora las columnas no reconocidas y carga solo las necesarias, mostrando una advertencia si es necesario.",Ninguno,No,GDC-031,Las columnas adicionales no definidas en el esquema son ignoradas sin interrumpir la carga de datos definida.,Aprobado,27-11-2024,La carga de datos no se ve afectada por columnas extra en el archivo.
GDC47,Gestión de Datos y Carga de Información,Evaluar cómo maneja el sistema los registros con datos faltantes o valores nulos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con valores nulos,El sistema muestra advertencias para los registros con datos nulos y permite al usuario decidir si cargarlos o no.,Ninguno,No,"GDC-031, GDC-034","Los registros con datos faltantes o valores nulos son gestionados correctamente, mostrando mensajes de advertencia.",Aprobado,27-11-2024,El sistema permite identificar y gestionar registros con valores nulos.
GDC48,Gestión de Datos y Carga de Información,"Verificar la funcionalidad de exportación en formatos CSV, Excel, y JSON.",27-11-2024,Gestión de Datos y Carga de Información,Exportación de datos,Solicitar exportación en varios formatos,El sistema genera correctamente los archivos en los formatos solicitados sin pérdida de datos.,Software de hoja de cálculo,No,GDC-037,"La exportación en formatos CSV, Excel y JSON funciona correctamente, generando archivos completos y sin errores.",Aprobado,27-11-2024,Los datos se exportan en los tres formatos sin pérdida de información.
GDC49,Gestión de Datos y Carga de Información,Comprobar que los datos obligatorios estén presentes y sean correctos durante la importación.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV sin algunos datos obligatorios,El sistema muestra un error indicando los campos obligatorios que faltan y no permite la carga incompleta.,Ninguno,No,GDC-034,"Los datos obligatorios son verificados antes de la importación, rechazando registros incompletos.",Aprobado,27-11-2024,"La validación de datos obligatorios opera correctamente, previniendo errores de carga."
GDC50,Gestión de Datos y Carga de Información,"Evaluar si el sistema valida correctamente los tipos de datos (texto, número, fecha, etc.)",27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con datos de tipo incorrecto,El sistema muestra errores al intentar cargar datos de tipo incorrecto y permite corregirlos antes de continuar.,Ninguno,No,"GDC-031, GDC-039","El sistema valida los tipos de datos (texto, número, fecha) correctamente, rechazando entradas incorrectas.",Aprobado,27-11-2024,La validación de tipos de datos asegura la consistencia en los registros importados.
GDC51,Gestión de Datos y Carga de Información,Evaluar si el sistema maneja correctamente archivos que superan el tamaño máximo permitido.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV de gran tamaño,El sistema muestra un mensaje de error indicando que el archivo supera el tamaño máximo permitido y cancela la carga.,Ninguno,No,GDC-031,"El sistema rechaza archivos que superan el tamaño máximo permitido, mostrando un mensaje claro al usuario.",Aprobado,27-11-2024,La validación de tamaño máximo de archivo es funcional y efectiva.
GDC52,Gestión de Datos y Carga de Información,Verificar si se pueden cargar datos nuevos sin duplicar los existentes en la base de datos.,27-11-2024,Gestión de Datos y Carga de Información,Actualización de datos,Archivo CSV con datos nuevos,"El sistema agrega solo los registros nuevos, sin duplicar los ya existentes.",Ninguno,No,GDC-035,"Nuevos datos son cargados sin crear duplicados en la base de datos, preservando la integridad de los registros.",Aprobado,27-11-2024,La carga de datos no duplicó registros existentes.
GDC53,Gestión de Datos y Carga de Información,Evaluar si el sistema permite reintentar la carga de datos después de un error.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con errores corregidos,El sistema permite reintentar la carga y procesa los datos correctamente tras la corrección.,Ninguno,No,"GDC-031, GDC-034","El sistema permite reintentar la carga de datos tras un error, completando la operación exitosamente.",Aprobado,27-11-2024,La opción de reintentar la carga fue útil y sin problemas.
GDC54,Gestión de Datos y Carga de Información,Comprobar si el sistema identifica y elimina duplicados durante la importación de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con registros duplicados,Los duplicados se eliminan automáticamente y solo se carga un registro único.,Ninguno,No,GDC-039,Los registros duplicados son identificados y eliminados automáticamente durante la importación.,Aprobado,27-11-2024,La función de eliminación de duplicados opera correctamente.
GDC55,Gestión de Datos y Carga de Información,Evaluar el tiempo de respuesta del sistema al cargar un gran volumen de datos simultáneamente.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,"Archivo CSV con más de 100,000 registros","El sistema completa la carga sin interrupciones y dentro de un tiempo aceptable (por ejemplo, menos de 5 minutos).",Base de datos de pruebas con volumen adecuado,No,GDC-031,El sistema mantiene un tiempo de respuesta óptimo al cargar un gran volumen de datos simultáneamente.,Aprobado,27-11-2024,El rendimiento durante la carga masiva es satisfactorio.
GDC56,Gestión de Datos y Carga de Información,Verificar la capacidad del sistema para importar datos desde múltiples fuentes.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,"Datos de diferentes fuentes (Excel, API)",El sistema importa correctamente los datos independientemente de la fuente y los integra en la base de datos.,Conexión a fuentes de datos externas,No,GDC-037,"El sistema permite la importación de datos desde varias fuentes, integrando los datos en la base de manera correcta.",Aprobado,27-11-2024,La funcionalidad para múltiples fuentes de datos fue exitosa.
GDC57,Gestión de Datos y Carga de Información,Comprobar si el sistema permite exportar datos aplicando filtros específicos.,27-11-2024,Gestión de Datos y Carga de Información,Exportación de datos,Filtros aplicados en la interfaz,El archivo exportado contiene solo los datos que cumplen con los criterios de filtrado seleccionados por el usuario.,Software de hoja de cálculo,No,GDC-048,"La exportación de datos aplicando filtros específicos se realiza correctamente, generando archivos con datos filtrados.",Aprobado,27-11-2024,La exportación filtrada cumple con los requisitos y muestra solo los datos solicitados.
GDC58,Gestión de Datos y Carga de Información,Evaluar si el sistema comprueba la obligatoriedad de campos relacionados en cascada.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con datos faltantes en campos relacionados,El sistema muestra errores indicando la falta de datos en los campos obligatorios relacionados y no permite la carga incompleta.,Ninguno,No,GDC-049,"La obligatoriedad de campos relacionados en cascada es verificada, previniendo registros incompletos.",Aprobado,27-11-2024,El sistema asegura la integridad de campos relacionados en cascada.
GDC59,Gestión de Datos y Carga de Información,Verificar si el sistema puede manejar datos históricos de varios años sin problemas.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con datos históricos,"El sistema importa y procesa correctamente los datos históricos, respetando fechas y formatos antiguos.",Ninguno,No,GDC-031,"Datos históricos de varios años son cargados y gestionados sin problemas, manteniendo el rendimiento adecuado.",Aprobado,27-11-2024,La carga de datos históricos no afectó la eficiencia del sistema.
GDC60,Gestión de Datos y Carga de Información,Evaluar si el sistema detecta duplicados usando varios campos combinados como criterio.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con posibles duplicados,El sistema detecta registros duplicados utilizando una combinación de campos y notifica al usuario para su revisión.,Ninguno,No,GDC-054,"El sistema identifica duplicados usando criterios combinados, evitando registros redundantes en la base de datos.",Aprobado,27-11-2024,La detección de duplicados con múltiples campos funciona correctamente.
GDC61,Gestión de Datos y Carga de Información,Evaluar si el sistema verifica que las fechas sigan el formato requerido durante la carga de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con fechas en distintos formatos,El sistema muestra un error para los registros con fechas en formato incorrecto y no los importa.,Ninguno,No,GDC-039,El sistema valida que las fechas cumplan con el formato requerido antes de proceder con la carga de datos.,Aprobado,27-11-2024,La validación de formato de fecha previene la carga de datos incorrectos.
GDC62,Gestión de Datos y Carga de Información,Verificar si el sistema calcula automáticamente los valores de campos derivados durante la carga.,27-11-2024,Gestión de Datos y Carga de Información,Importación y cálculo de datos,Archivo CSV con campos dependientes,Los valores calculados se generan correctamente durante la importación de datos.,Ninguno,No,GDC-042,"Los valores de campos derivados son calculados automáticamente durante la carga, sin intervención manual.",Aprobado,27-11-2024,Los cálculos automáticos de campos derivados funcionan correctamente.
GDC63,Gestión de Datos y Carga de Información,Comprobar si el sistema puede procesar archivos CSV comprimidos en formato ZIP para importación.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo ZIP con CSV incluidos,El sistema descomprime y carga los datos del archivo CSV correctamente.,Soporte para archivos ZIP,No,GDC-031,"El sistema procesa archivos CSV comprimidos en formato ZIP, permitiendo la importación sin necesidad de descomprimir previamente.",Aprobado,27-11-2024,Los archivos ZIP son leídos correctamente para la carga de datos.
GDC64,Gestión de Datos y Carga de Información,Verificar que no existan duplicados de identificadores únicos durante la carga de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con identificadores duplicados,El sistema rechaza los registros con identificadores duplicados y muestra un mensaje de error.,Ninguno,No,GDC-054,"La carga de datos verifica y evita duplicados de identificadores únicos, preservando la integridad de los datos.",Aprobado,27-11-2024,Los identificadores únicos no permiten duplicados durante la importación.
GDC65,Gestión de Datos y Carga de Información,"Evaluar si el sistema puede corregir automáticamente errores comunes durante la importación (por ejemplo, espacios).",27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,"Archivo CSV con errores comunes (espacios, caracteres especiales)",El sistema corrige los errores comunes automáticamente y carga los datos.,Ninguno,No,GDC-031,"Errores comunes, como espacios extra, son corregidos automáticamente al cargar datos, mejorando la precisión.",Aprobado,27-11-2024,"El sistema limpia los datos de manera efectiva, eliminando errores comunes automáticamente."
GDC66,Gestión de Datos y Carga de Información,Verificar si el sistema puede cargar datos desde una base de datos remota.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Datos de base de datos remota,El sistema importa los datos correctamente desde la base de datos remota configurada.,Conexión a base de datos remota,Configurar credenciales de acceso,GDC-037,"El sistema permite la carga de datos desde una base de datos remota, sin errores de conexión o transferencia.",Aprobado,27-11-2024,"Los datos remotos se importan correctamente, manteniendo la sincronización de información."
GDC67,Gestión de Datos y Carga de Información,Comprobar si el sistema maneja correctamente datos en distintos idiomas y caracteres especiales.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con datos en varios idiomas,El sistema importa correctamente los datos en distintos idiomas sin perder caracteres especiales.,Soporte multilingüe,No,GDC-031,"Los datos en varios idiomas y caracteres especiales son manejados sin problemas, preservando la codificación adecuada.",Aprobado,27-11-2024,La codificación de caracteres se mantiene en datos en varios idiomas.
GDC68,Gestión de Datos y Carga de Información,Verificar si el sistema permite la importación de registros con campos opcionales vacíos o nulos.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con algunos campos nulos,El sistema importa los registros y deja los campos nulos sin errores.,Ninguno,No,GDC-033,Los registros con campos opcionales vacíos o nulos son aceptados sin interrumpir la carga de datos completa.,Aprobado,27-11-2024,Los campos opcionales vacíos no afectan el proceso de importación de datos.
GDC69,Gestión de Datos y Carga de Información,Evaluar si el sistema permite exportar datos en distintos formatos de archivo según lo solicitado.,27-11-2024,Gestión de Datos y Carga de Información,Exportación de datos,Selección del formato de exportación,"El archivo exportado cumple con el formato seleccionado (CSV, JSON, XML).",Software de exportación de datos,No,GDC-048,"La exportación de datos en formatos variados (CSV, Excel, JSON) se realiza exitosamente, adaptándose a las necesidades.",Aprobado,27-11-2024,Los datos se exportan en múltiples formatos sin problemas.
GDC70,Gestión de Datos y Carga de Información,Comprobar si el sistema realiza una validación de consistencia de datos tras una carga masiva.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con carga masiva de datos,El sistema verifica la consistencia de los datos y notifica cualquier discrepancia o error encontrado.,Ninguno,No,GDC-055,"Tras la carga masiva, el sistema realiza una validación de consistencia, asegurando que los datos cumplan con los requisitos.",Aprobado,27-11-2024,La validación post-carga confirma la consistencia y precisión de los datos.
GDC71,Gestión de Datos y Carga de Información,Verificar que el sistema valide y rechace registros donde falten campos marcados como obligatorios.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con algunos campos obligatorios vacíos,El sistema muestra un error indicando la ausencia de campos obligatorios y no carga esos registros.,Ninguno,No,GDC-061,"El sistema rechaza registros donde faltan campos obligatorios, garantizando que solo datos completos sean cargados.",Aprobado,27-11-2024,La validación de campos obligatorios previene la carga de registros incompletos.
GDC72,Gestión de Datos y Carga de Información,Evaluar si el sistema permite la carga de nuevos datos sin duplicar los ya existentes.,27-11-2024,Gestión de Datos y Carga de Información,Importación incremental,Archivo CSV con datos parcialmente nuevos,Solo se agregan los nuevos registros y se omiten los duplicados.,Ninguno,No,GDC-064,"Nuevos datos se cargan sin duplicar los existentes, manteniendo la integridad de la información en la base de datos.",Aprobado,27-11-2024,El sistema identifica y evita la duplicación de datos.
GDC73,Gestión de Datos y Carga de Información,Verificar si el sistema maneja adecuadamente un archivo CSV dañado o corrupto durante la carga.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV corrupto,El sistema muestra un error indicando que el archivo está dañado y no procede con la importación.,Ninguno,No,Ninguno,"Al intentar cargar un archivo CSV dañado, el sistema muestra un mensaje de error y detiene la importación.",Aprobado,27-11-2024,Los archivos corruptos son manejados adecuadamente y no se cargan datos erróneos.
GDC74,Gestión de Datos y Carga de Información,Evaluar el rendimiento del sistema al cargar archivos CSV con más de 1 millón de registros.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con gran volumen de datos,El sistema completa la importación sin errores y en un tiempo razonable.,Capacidad de procesamiento adecuada,No,GDC-041,El sistema mantiene un rendimiento aceptable al cargar archivos con más de 1 millón de registros.,Aprobado,27-11-2024,"La carga masiva fue exitosa, sin problemas de rendimiento notables."
GDC75,Gestión de Datos y Carga de Información,Comprobar si el sistema puede actualizar los registros existentes con nueva información cargada.,27-11-2024,Gestión de Datos y Carga de Información,Importación y actualización,Archivo CSV con datos actualizados,El sistema reemplaza los datos existentes con la nueva información del archivo.,Ninguno,No,GDC-072,"Los registros existentes se actualizan con la información nueva cargada, sin duplicar ni reemplazar datos innecesarios.",Aprobado,27-11-2024,"La actualización de registros funciona correctamente, sin duplicar datos previos."
GDC76,Gestión de Datos y Carga de Información,Verificar si el sistema admite archivos CSV con separadores de punto y coma en lugar de comas.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV separado por punto y coma,El sistema reconoce y carga correctamente los datos utilizando el punto y coma como separador.,Ninguno,No,Ninguno,"El sistema permite la carga de archivos CSV con separadores de punto y coma, facilitando la compatibilidad de formatos.",Aprobado,27-11-2024,Los archivos con punto y coma como separador fueron aceptados sin errores.
GDC77,Gestión de Datos y Carga de Información,Evaluar si el sistema puede importar datos desde una API externa configurada.,27-11-2024,Gestión de Datos y Carga de Información,Importación desde API,Configuración de API externa,El sistema realiza la conexión y carga los datos proporcionados por la API.,Conexión API,Configuración de credenciales API,GDC-066,"La importación de datos desde una API externa configurada fue exitosa, y los datos se integraron adecuadamente en el sistema.",Aprobado,27-11-2024,"El sistema soporta la importación desde fuentes API, manteniendo los datos integrados."
GDC78,Gestión de Datos y Carga de Información,Verificar si el sistema maneja correctamente caracteres especiales durante la carga de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con caracteres especiales,Los caracteres especiales se importan correctamente sin generar errores.,Soporte UTF-8,No,GDC-067,"Los caracteres especiales son manejados correctamente durante la carga, sin afectar la integridad de los datos.",Aprobado,27-11-2024,Caracteres especiales no generan errores en el procesamiento de los datos.
GDC79,Gestión de Datos y Carga de Información,Comprobar si el sistema verifica la integridad de los datos cruzados entre distintas tablas al importar.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con datos referenciados entre tablas,El sistema valida y asegura la consistencia de las referencias cruzadas entre los datos importados.,Conexión a base de datos,No,GDC-037,"La integridad de datos cruzados entre tablas es verificada, asegurando que no se introduzcan inconsistencias al importar.",Aprobado,27-11-2024,El sistema asegura la consistencia de datos entre tablas relacionadas.
